Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN34480,2,0,2,5,Meal Plan 2,0,Room_Type 4,94,2018,5,3,Online,0,0,0,164.9,1,Canceled
INN21779,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2017,11,16,Online,0,0,0,91,2,Not_Canceled
INN29378,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN36019,2,0,1,2,Not Selected,0,Room_Type 1,56,2018,5,13,Online,0,0,0,116.1,1,Not_Canceled
INN11936,2,0,0,4,Not Selected,0,Room_Type 1,28,2018,8,30,Online,0,0,0,104.5,2,Not_Canceled
INN10387,2,0,0,1,Meal Plan 2,0,Room_Type 1,170,2017,9,12,Offline,0,0,0,96.9,2,Not_Canceled
INN17343,1,0,0,1,Meal Plan 1,0,Room_Type 4,1,2018,10,18,Offline,0,0,0,107,0,Not_Canceled
INN32585,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Canceled
INN09829,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,12,Corporate,1,0,1,65,1,Not_Canceled
INN19261,2,2,2,4,Meal Plan 1,0,Room_Type 6,228,2018,12,29,Online,0,0,0,136.19,1,Canceled
INN05658,2,3,0,1,Meal Plan 1,0,Room_Type 6,17,2017,8,29,Online,0,0,0,153,2,Not_Canceled
INN29601,2,0,0,1,Meal Plan 1,0,Room_Type 4,4,2018,5,20,Corporate,0,0,0,90,0,Canceled
INN11593,2,0,1,3,Meal Plan 1,0,Room_Type 4,68,2018,4,14,Online,0,0,0,112.2,0,Canceled
INN15715,2,0,0,1,Not Selected,0,Room_Type 1,10,2018,7,16,Online,0,0,0,139,1,Canceled
INN30842,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,2018,10,12,Offline,0,0,0,75,0,Not_Canceled
INN17413,2,0,1,3,Meal Plan 2,0,Room_Type 1,44,2018,2,18,Offline,0,0,0,91.58,0,Not_Canceled
INN22671,2,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,8,5,Online,0,0,0,135.9,1,Not_Canceled
INN04621,2,0,0,2,Meal Plan 1,0,Room_Type 1,235,2018,9,28,Online,0,0,0,97.71,0,Canceled
INN13233,2,0,1,3,Not Selected,0,Room_Type 1,63,2018,3,10,Online,0,0,0,63.75,1,Not_Canceled
INN29356,2,0,0,2,Not Selected,0,Room_Type 1,5,2018,2,26,Online,0,0,0,81,1,Not_Canceled
INN30505,2,0,0,1,Meal Plan 1,0,Room_Type 1,186,2018,4,22,Offline,0,0,0,80,0,Not_Canceled
INN09611,1,0,1,2,Meal Plan 1,0,Room_Type 4,129,2018,5,13,Online,0,0,0,121.5,1,Not_Canceled
INN02268,2,0,1,3,Not Selected,0,Room_Type 1,127,2018,4,18,Online,0,0,0,53.25,0,Not_Canceled
INN19960,1,0,2,0,Meal Plan 1,0,Room_Type 1,42,2018,3,27,Online,0,0,0,103.5,0,Canceled
INN09167,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,Offline,0,0,0,120,0,Not_Canceled
INN17736,2,2,2,2,Meal Plan 1,0,Room_Type 6,214,2018,8,7,Online,0,0,0,158.95,1,Canceled
INN20928,2,0,2,6,Meal Plan 1,0,Room_Type 1,106,2018,7,8,Offline,0,0,0,72.25,2,Not_Canceled
INN25673,2,0,2,8,Meal Plan 1,0,Room_Type 1,150,2018,7,14,Online,0,0,0,101.15,1,Canceled
INN23751,2,0,1,4,Not Selected,0,Room_Type 1,109,2018,4,25,Online,0,0,0,80.75,2,Not_Canceled
INN11886,3,0,2,3,Meal Plan 1,0,Room_Type 4,75,2018,8,12,Online,0,0,0,168.3,2,Not_Canceled
INN06816,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,2017,9,21,Online,0,0,0,136,2,Not_Canceled
INN31202,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,2018,6,20,Online,0,0,0,149,1,Not_Canceled
INN34882,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,72,0,Not_Canceled
INN14784,1,0,0,3,Not Selected,0,Room_Type 1,4,2018,10,25,Online,0,0,0,84.7,1,Not_Canceled
INN07457,2,0,1,1,Meal Plan 1,0,Room_Type 1,21,2018,2,13,Online,0,0,0,91,0,Canceled
INN32572,2,0,0,2,Not Selected,0,Room_Type 1,21,2018,3,17,Online,0,0,0,79,0,Canceled
INN01027,3,0,0,3,Meal Plan 1,0,Room_Type 4,25,2018,4,6,Online,0,0,0,167,0,Canceled
INN15195,2,0,1,1,Meal Plan 1,0,Room_Type 2,0,2017,12,5,Online,0,0,0,73,1,Not_Canceled
INN18713,2,0,1,2,Not Selected,0,Room_Type 1,97,2018,4,25,Online,0,0,0,85.5,0,Not_Canceled
INN08319,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,61,0,Canceled
INN23202,3,0,0,2,Meal Plan 1,0,Room_Type 4,4,2018,6,10,Online,0,0,0,162.75,0,Canceled
INN30867,2,2,0,3,Meal Plan 1,0,Room_Type 2,30,2018,3,9,Online,0,0,0,77.5,0,Canceled
INN17717,2,0,0,4,Meal Plan 1,0,Room_Type 4,86,2018,4,6,Online,0,0,0,93.08,1,Not_Canceled
INN14328,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115,1,Canceled
INN20554,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,Canceled
INN06609,3,0,0,2,Meal Plan 2,0,Room_Type 4,0,2018,6,9,Online,0,0,0,157,1,Not_Canceled
INN27621,2,0,1,2,Not Selected,0,Room_Type 1,1,2018,1,8,Online,0,0,0,78.5,0,Not_Canceled
INN08253,2,0,1,1,Meal Plan 1,0,Room_Type 4,20,2018,4,9,Online,0,0,0,139,0,Canceled
INN19428,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2017,10,16,Online,0,0,0,89.25,2,Not_Canceled
INN34080,2,0,0,4,Meal Plan 1,0,Room_Type 4,8,2018,2,17,Online,0,0,0,106,1,Not_Canceled
INN01695,1,0,0,1,Not Selected,0,Room_Type 3,0,2017,12,31,Complementary,0,0,0,0,0,Not_Canceled
INN21969,2,0,2,0,Not Selected,0,Room_Type 1,22,2018,8,7,Online,0,0,0,139,0,Not_Canceled
INN28573,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN28884,2,0,2,4,Not Selected,0,Room_Type 1,332,2018,12,23,Online,0,0,0,63.75,3,Not_Canceled
INN32742,2,0,1,2,Meal Plan 2,0,Room_Type 1,249,2018,11,18,Online,0,0,0,112.5,0,Canceled
INN29070,3,0,0,3,Meal Plan 1,0,Room_Type 4,106,2018,10,11,Online,0,0,0,151.2,2,Canceled
INN12871,2,0,0,4,Meal Plan 1,0,Room_Type 1,84,2018,4,27,Online,0,0,0,105.4,1,Not_Canceled
INN34733,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60,0,Canceled
INN29586,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,7,26,Corporate,0,0,0,75,0,Not_Canceled
INN18197,2,0,0,4,Not Selected,0,Room_Type 1,16,2018,2,17,Online,0,0,0,79,0,Canceled
INN30537,2,0,2,5,Meal Plan 1,0,Room_Type 4,32,2018,6,26,Online,0,0,0,126.26,1,Not_Canceled
INN10038,3,0,1,0,Meal Plan 1,0,Room_Type 1,36,2018,4,4,Online,0,0,0,150.3,2,Not_Canceled
INN15055,2,1,0,3,Meal Plan 1,0,Room_Type 1,159,2018,5,26,Online,0,0,0,119.85,1,Canceled
INN28476,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2017,7,3,Online,0,0,0,76.5,1,Canceled
INN30414,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Canceled
INN11226,2,0,0,4,Not Selected,0,Room_Type 1,160,2018,7,6,Online,0,0,0,97.75,0,Canceled
INN24221,2,0,2,1,Meal Plan 1,0,Room_Type 1,83,2018,3,12,Online,0,0,0,78.3,0,Not_Canceled
INN02507,3,0,2,1,Meal Plan 1,0,Room_Type 1,67,2018,3,26,Offline,0,0,0,100.81,1,Not_Canceled
INN01503,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,9,12,Online,0,0,0,159,1,Not_Canceled
INN33572,2,0,0,1,Meal Plan 1,0,Room_Type 2,5,2017,12,19,Online,0,0,0,77.25,2,Not_Canceled
INN31791,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,2018,9,21,Offline,0,0,0,101.33,1,Canceled
INN06135,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2018,6,17,Online,0,0,0,126.9,0,Canceled
INN12930,2,0,2,3,Meal Plan 1,0,Room_Type 1,2,2018,3,20,Online,0,0,0,130,1,Not_Canceled
INN20810,2,0,0,2,Meal Plan 1,0,Room_Type 1,45,2017,9,3,Online,0,0,0,94.5,1,Not_Canceled
INN09656,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,2017,8,11,Complementary,0,0,0,0,2,Not_Canceled
INN14669,2,0,0,1,Meal Plan 1,0,Room_Type 4,31,2018,5,20,Online,0,0,0,140.4,1,Not_Canceled
INN07584,2,0,1,5,Meal Plan 1,0,Room_Type 4,113,2018,7,5,Online,0,0,0,92.94,2,Not_Canceled
INN16442,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,108,0,Not_Canceled
INN20687,3,0,0,1,Meal Plan 1,1,Room_Type 4,57,2018,7,14,Online,0,0,0,146.7,1,Not_Canceled
INN23409,2,0,4,6,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,64.46,1,Not_Canceled
INN11428,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2018,5,9,Offline,0,0,0,75,1,Not_Canceled
INN07219,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Online,0,0,0,115,0,Canceled
INN34417,1,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,8,30,Online,0,0,0,116,1,Canceled
INN25656,1,0,1,2,Meal Plan 1,0,Room_Type 1,1,2018,6,17,Offline,0,0,0,70,0,Not_Canceled
INN10337,2,0,1,3,Meal Plan 1,0,Room_Type 1,0,2017,9,21,Online,0,0,0,145,1,Not_Canceled
INN09308,1,0,1,0,Not Selected,0,Room_Type 1,4,2018,4,18,Online,0,0,0,89,1,Not_Canceled
INN06195,1,0,2,3,Meal Plan 1,0,Room_Type 1,16,2018,11,6,Online,0,0,0,165.6,2,Not_Canceled
INN29921,3,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,95,0,Not_Canceled
INN14175,2,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,7,6,Offline,0,0,0,85,0,Not_Canceled
INN16507,1,1,2,0,Meal Plan 1,1,Room_Type 1,66,2018,7,24,Online,0,0,0,130.5,2,Not_Canceled
INN20958,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2018,2,25,Online,0,0,0,91,0,Canceled
INN19962,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,2018,9,10,Offline,0,0,0,109,1,Not_Canceled
INN07124,2,0,0,4,Not Selected,0,Room_Type 1,275,2018,12,28,Online,0,0,0,72.25,0,Canceled
INN07883,1,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,65,0,Not_Canceled
INN24485,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90,0,Canceled
INN01192,2,0,2,0,Meal Plan 1,0,Room_Type 1,146,2018,4,24,Online,0,0,0,95,0,Canceled
INN08104,2,0,1,1,Meal Plan 1,0,Room_Type 1,126,2018,10,8,Online,0,0,0,118.8,2,Not_Canceled
INN32004,2,0,0,2,Meal Plan 1,0,Room_Type 4,40,2018,10,21,Online,0,0,0,175,0,Canceled
INN33463,2,0,1,3,Meal Plan 1,0,Room_Type 1,16,2018,5,30,Online,0,0,0,100.73,1,Not_Canceled
INN01756,2,0,1,2,Meal Plan 1,0,Room_Type 1,6,2017,8,14,Online,0,0,0,95.33,2,Not_Canceled
INN01196,2,0,2,1,Meal Plan 1,0,Room_Type 1,88,2018,12,18,Offline,0,0,0,75,0,Not_Canceled
INN28302,2,0,1,2,Not Selected,0,Room_Type 1,12,2018,8,1,Online,0,0,0,119,2,Not_Canceled
INN19437,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Offline,0,0,0,120,0,Canceled
INN10366,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,Canceled
INN02257,2,0,2,7,Not Selected,0,Room_Type 1,120,2018,5,31,Online,0,0,0,109.65,1,Canceled
INN17540,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
INN04761,1,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,75.33,1,Not_Canceled
INN36232,2,1,0,2,Meal Plan 1,0,Room_Type 1,1,2018,6,28,Online,0,0,0,167,1,Not_Canceled
INN02102,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,2,19,Corporate,0,0,0,91,0,Not_Canceled
INN09454,2,0,1,2,Meal Plan 1,0,Room_Type 1,85,2018,4,15,Online,0,0,0,96.3,0,Canceled
INN14132,1,0,0,1,Meal Plan 2,1,Room_Type 1,3,2018,4,9,Complementary,1,0,5,0,0,Not_Canceled
INN19663,1,0,0,1,Not Selected,0,Room_Type 1,181,2018,10,11,Online,0,0,0,98.1,1,Canceled
INN25611,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Canceled
INN15640,3,0,1,3,Meal Plan 1,0,Room_Type 4,64,2018,3,28,Online,0,0,0,115.6,2,Not_Canceled
INN27689,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2017,11,4,Online,0,0,0,89,0,Not_Canceled
INN25789,2,0,0,1,Meal Plan 1,0,Room_Type 2,0,2018,3,24,Online,0,0,0,12,0,Not_Canceled
INN31806,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110,0,Canceled
INN23930,2,0,1,4,Meal Plan 1,0,Room_Type 6,2,2018,4,27,Online,0,0,0,162.47,2,Not_Canceled
INN34926,2,0,0,3,Meal Plan 1,0,Room_Type 4,144,2018,9,1,Online,0,0,0,149.4,2,Not_Canceled
INN34607,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75,0,Not_Canceled
INN10255,2,2,2,5,Meal Plan 1,0,Room_Type 7,41,2018,10,15,Online,0,0,0,249.63,1,Not_Canceled
INN12503,3,0,2,0,Meal Plan 1,0,Room_Type 6,78,2018,9,11,Online,0,0,0,160.08,1,Not_Canceled
INN05952,1,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Online,0,0,0,36.25,0,Canceled
INN02928,2,0,0,2,Meal Plan 2,0,Room_Type 1,11,2018,10,4,Complementary,1,1,1,0,0,Not_Canceled
INN16208,1,0,0,2,Meal Plan 1,0,Room_Type 1,109,2017,8,4,Online,0,0,0,68,2,Not_Canceled
INN36249,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,115,0,Canceled
INN26835,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,Not_Canceled
INN23779,2,0,2,2,Meal Plan 1,0,Room_Type 1,108,2018,3,13,Online,0,0,0,59.37,0,Not_Canceled
INN14288,2,0,0,2,Not Selected,0,Room_Type 1,18,2018,6,17,Online,0,0,0,129,0,Not_Canceled
INN05290,2,0,0,2,Not Selected,0,Room_Type 1,29,2018,9,9,Online,0,0,0,132.05,0,Canceled
INN29101,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,2017,12,9,Offline,0,0,0,70,0,Not_Canceled
INN07688,1,2,0,2,Meal Plan 1,0,Room_Type 6,17,2018,5,13,Online,0,0,0,198.9,1,Canceled
INN33482,3,0,0,3,Meal Plan 1,0,Room_Type 1,109,2018,12,27,Offline,0,0,0,92.65,0,Not_Canceled
INN12130,2,0,2,9,Meal Plan 1,0,Room_Type 4,30,2018,6,8,Online,0,0,0,138.93,0,Canceled
INN14592,2,0,1,2,Meal Plan 1,0,Room_Type 1,42,2018,1,15,Offline,0,0,0,60,0,Not_Canceled
INN24474,2,0,0,1,Meal Plan 1,0,Room_Type 1,154,2018,8,26,Offline,0,0,0,72.25,0,Not_Canceled
INN04935,1,0,0,1,Not Selected,0,Room_Type 1,27,2018,1,5,Offline,0,0,0,64.8,0,Not_Canceled
INN06101,2,0,2,3,Meal Plan 1,0,Room_Type 1,167,2018,11,19,Online,0,0,0,85,2,Not_Canceled
INN02766,2,0,2,1,Meal Plan 1,0,Room_Type 1,11,2018,4,16,Online,0,0,0,109.67,2,Not_Canceled
INN12390,2,0,2,0,Meal Plan 2,0,Room_Type 1,9,2018,10,30,Online,0,0,0,178,2,Not_Canceled
INN02187,2,0,0,1,Meal Plan 1,0,Room_Type 1,36,2017,9,18,Offline,0,0,0,85,1,Not_Canceled
INN19365,2,0,1,0,Not Selected,0,Room_Type 1,5,2017,12,20,Online,0,0,0,75,1,Not_Canceled
INN22649,3,0,2,8,Meal Plan 1,0,Room_Type 4,150,2018,6,28,Online,0,0,0,125.8,0,Canceled
INN24823,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,110,0,Canceled
INN05132,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,70,1,Not_Canceled
INN03969,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,9,7,Online,0,0,0,75.24,0,Not_Canceled
INN10856,2,0,0,1,Not Selected,0,Room_Type 1,184,2018,10,12,Online,0,0,0,98.1,0,Canceled
INN06954,2,1,0,2,Meal Plan 1,0,Room_Type 1,26,2018,4,15,Online,0,0,0,145,2,Not_Canceled
INN28032,2,2,0,2,Meal Plan 2,0,Room_Type 6,80,2018,11,11,Online,0,0,0,207.9,1,Not_Canceled
INN26644,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Not_Canceled
INN30801,1,0,0,2,Meal Plan 1,0,Room_Type 4,51,2018,4,14,Online,0,0,0,123.3,0,Canceled
INN00359,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,8,10,Offline,0,0,0,63.5,1,Not_Canceled
INN16179,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95,0,Canceled
INN31228,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61,0,Canceled
INN19372,3,0,2,2,Meal Plan 1,0,Room_Type 4,160,2018,7,31,Online,0,0,0,141.18,1,Canceled
INN16065,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0,0,Not_Canceled
INN30265,2,0,0,4,Meal Plan 1,0,Room_Type 4,216,2018,8,30,Offline,0,0,0,86.7,0,Not_Canceled
INN21984,2,0,2,2,Meal Plan 1,0,Room_Type 2,256,2018,8,7,Online,0,0,0,96.25,1,Not_Canceled
INN20794,2,0,1,2,Not Selected,0,Room_Type 1,11,2018,9,5,Online,0,0,0,119,0,Canceled
INN13164,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,11,4,Online,0,0,0,97.2,2,Not_Canceled
INN34074,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Canceled
INN28455,2,0,0,2,Meal Plan 1,0,Room_Type 4,79,2018,8,19,Online,0,0,0,149.4,0,Canceled
INN05533,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,2,18,Online,0,0,0,85,0,Canceled
INN05921,2,0,1,4,Meal Plan 2,0,Room_Type 1,129,2018,7,25,Online,0,0,0,131.75,0,Canceled
INN02917,2,0,1,1,Meal Plan 1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,96.3,0,Not_Canceled
INN27275,1,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,11,14,Corporate,0,0,0,65,0,Not_Canceled
INN30200,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75,0,Not_Canceled
INN31041,2,0,1,2,Meal Plan 1,0,Room_Type 4,94,2018,3,18,Online,0,0,0,87.3,1,Not_Canceled
INN21818,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2017,9,22,Online,0,0,0,145,1,Not_Canceled
INN07008,2,0,1,3,Meal Plan 1,0,Room_Type 1,260,2018,12,26,Online,0,0,0,73.95,0,Canceled
INN19151,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2017,10,18,Corporate,0,0,0,65,0,Not_Canceled
INN32957,2,1,2,5,Meal Plan 1,0,Room_Type 1,147,2018,6,28,Online,0,0,0,106.25,2,Not_Canceled
INN03516,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,2017,12,18,Online,0,0,0,53.58,0,Not_Canceled
INN36209,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
INN04500,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Online,0,0,0,100,0,Canceled
INN31239,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70,1,Not_Canceled
INN29427,3,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,2,24,Offline,0,0,0,118,1,Not_Canceled
INN02731,2,0,1,1,Meal Plan 1,0,Room_Type 4,24,2018,5,21,Online,0,0,0,155,2,Not_Canceled
INN15696,2,1,2,1,Meal Plan 2,0,Room_Type 1,52,2018,3,19,Offline,0,0,0,107,1,Not_Canceled
INN09119,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,29,Offline,0,0,0,75,0,Not_Canceled
INN07892,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,62,0,Canceled
INN07406,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Online,0,0,0,115,0,Canceled
INN04304,2,0,2,0,Not Selected,0,Room_Type 1,29,2018,9,18,Online,0,0,0,122.55,0,Canceled
INN15945,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Offline,0,0,0,90,0,Canceled
INN33000,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled
INN35800,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,65,0,Not_Canceled
INN19623,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,7,2,Online,0,0,0,151,1,Canceled
INN13163,2,1,0,1,Meal Plan 1,0,Room_Type 4,79,2018,12,27,Online,0,0,0,126,2,Not_Canceled
INN11934,1,0,1,0,Meal Plan 1,0,Room_Type 4,61,2018,12,19,Offline,0,0,0,78.2,0,Not_Canceled
INN17447,2,0,2,2,Meal Plan 1,0,Room_Type 1,156,2018,7,16,Offline,0,0,0,72.25,1,Not_Canceled
INN29056,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,2018,6,20,Online,0,0,0,99.9,2,Not_Canceled
INN24464,2,0,0,2,Not Selected,0,Room_Type 1,240,2018,9,14,Online,0,0,0,95.4,0,Canceled
INN35556,2,0,2,5,Meal Plan 1,0,Room_Type 1,299,2018,9,17,Online,0,0,0,100.3,0,Canceled
INN08169,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,8,6,Online,0,0,0,81,0,Not_Canceled
INN03216,1,0,1,1,Meal Plan 1,0,Room_Type 1,7,2018,7,11,Corporate,1,1,16,67,1,Not_Canceled
INN17390,2,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,90,0,Canceled
INN05010,2,0,1,2,Meal Plan 1,0,Room_Type 1,102,2018,5,16,Offline,0,0,0,75,0,Not_Canceled
INN28375,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,29,Offline,0,0,0,130,0,Not_Canceled
INN11401,2,0,1,0,Not Selected,0,Room_Type 1,19,2018,9,25,Online,0,0,0,129,2,Not_Canceled
INN04228,2,0,2,5,Meal Plan 1,0,Room_Type 1,202,2018,6,20,Offline,0,0,0,80.24,0,Not_Canceled
INN15366,3,0,2,7,Meal Plan 2,0,Room_Type 4,142,2018,10,21,Online,0,0,0,187,0,Canceled
INN12537,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65,0,Canceled
INN12404,2,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Offline,0,0,0,112.2,0,Canceled
INN00209,2,0,2,4,Meal Plan 1,0,Room_Type 1,17,2018,12,3,Online,0,0,0,98.39,0,Not_Canceled
INN28562,1,1,2,5,Meal Plan 1,0,Room_Type 2,258,2018,12,28,Online,0,0,0,73.41,3,Not_Canceled
INN29492,2,0,1,2,Meal Plan 1,0,Room_Type 1,119,2018,4,29,Online,0,0,0,99.3,1,Not_Canceled
INN05674,2,2,2,3,Meal Plan 2,0,Room_Type 6,151,2018,8,19,Online,0,0,0,217.6,2,Canceled
INN14869,2,0,0,3,Meal Plan 1,0,Room_Type 4,133,2018,8,16,Online,0,0,0,124.8,0,Canceled
INN31515,2,2,2,3,Meal Plan 1,0,Room_Type 2,151,2018,8,19,Online,0,0,0,198.59,0,Canceled
INN28952,1,0,0,3,Meal Plan 1,1,Room_Type 1,1,2018,12,20,Corporate,1,0,8,67,1,Not_Canceled
INN04797,3,0,0,2,Meal Plan 1,0,Room_Type 4,36,2018,7,20,Online,0,0,0,159.3,2,Not_Canceled
INN03695,3,0,0,2,Meal Plan 1,0,Room_Type 4,53,2018,5,6,Online,0,0,0,159.3,3,Not_Canceled
INN24683,3,0,0,3,Meal Plan 1,0,Room_Type 4,39,2018,3,31,Online,0,0,0,150.3,0,Not_Canceled
INN07727,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76,0,Not_Canceled
INN06372,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71,0,Not_Canceled
INN09152,2,0,1,3,Meal Plan 1,0,Room_Type 4,79,2018,4,28,Online,0,0,0,125.38,0,Not_Canceled
INN27797,2,0,2,2,Meal Plan 1,0,Room_Type 4,30,2018,5,20,Online,0,0,0,140.4,0,Canceled
INN34777,1,0,2,2,Meal Plan 1,0,Room_Type 1,124,2018,11,6,Online,0,0,0,146.03,3,Not_Canceled
INN22532,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,30,Online,0,0,0,101,2,Not_Canceled
INN32549,2,0,0,3,Meal Plan 1,0,Room_Type 1,35,2018,9,27,Online,0,0,0,108.4,0,Not_Canceled
INN20513,2,0,2,3,Meal Plan 1,0,Room_Type 1,161,2018,7,31,Online,0,0,0,101.15,1,Canceled
INN09400,2,0,2,6,Meal Plan 1,0,Room_Type 1,205,2018,9,27,Online,0,0,0,111.35,0,Canceled
INN19128,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,21,Offline,0,0,0,65,0,Not_Canceled
