...1,TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO
1281021,1281021,2023-05-14T13:36:24Z,1338,2502,144.55,11540184,133,0,0
1686176,1686176,2023-06-25T17:54:55Z,2924,9574,247.03,15184495,175,0,0
255333,255333,2023-01-27T13:32:42Z,4945,9563,1497.83,2295162,26,1,1
983507,983507,2023-04-13T12:38:11Z,2810,7365,438.74,8858291,102,0,0
81421,81421,2023-01-09T12:14:22Z,4338,4122,9417.25,735262,8,1,3
977076,977076,2023-04-12T18:01:18Z,3942,1827,126.39,8791278,101,0,0
1210061,1210061,2023-05-07T07:46:55Z,2929,5814,488.77,10914415,126,0,0
646030,646030,2023-03-09T10:06:40Z,4931,3914,328.75,5825200,67,0,0
23096,23096,2023-01-03T10:44:57Z,1827,8730,426.6,211497,2,0,0
784012,784012,2023-03-23T15:34:11Z,4580,3790,55.25,7054451,81,0,0
1701277,1701277,2023-06-27T11:28:44Z,2741,1045,536.78,15334124,177,0,0
853499,853499,2023-03-31T00:32:17Z,2148,7672,8.28,7691537,89,0,0
805584,805584,2023-03-26T00:26:23Z,4920,6122,417.39,7259183,84,0,0
1443498,1443498,2023-05-31T13:18:01Z,625,6814,437.35,13007881,150,0,0
23024,23024,2023-01-03T10:39:35Z,4557,9862,1637.4,211175,2,1,1
562633,562633,2023-02-28T13:32:13Z,3463,5829,945.47,5059933,58,0,0
868022,868022,2023-04-01T12:09:29Z,4317,8843,299.96,7819769,90,0,0
1006530,1006530,2023-04-15T20:21:20Z,2150,3671,482.39,9058880,104,0,0
98961,98961,2023-01-11T09:32:09Z,2597,5423,254.24,898329,10,0,0
795637,795637,2023-03-24T21:39:54Z,2265,9303,224.31,7162794,82,0,0
160875,160875,2023-01-17T16:27:28Z,2131,280,176.66,1441648,16,0,0
1406086,1406086,2023-05-27T14:42:01Z,2848,8575,414.95,12667321,146,0,0
897197,897197,2023-04-04T12:26:10Z,2739,7841,1152.52,8079970,93,1,1
674761,674761,2023-03-12T09:57:39Z,1372,9663,810.16,6083859,70,0,0
814794,814794,2023-03-26T21:30:38Z,2732,1433,191.71,7335038,84,0,0
908862,908862,2023-04-05T15:29:28Z,217,9490,646.72,8177368,94,0,0
222109,222109,2023-01-24T06:22:17Z,2955,8132,261.85,2010137,23,0,0
1262310,1262310,2023-05-12T14:07:58Z,637,1560,669.24,11369278,131,0,0
225837,225837,2023-01-24T12:22:30Z,4977,6439,316.8,2031750,23,0,0
1609288,1609288,2023-06-17T18:43:26Z,606,7477,72.03,14496206,167,0,0
399932,399932,2023-02-11T14:15:42Z,2989,3931,70.98,3593742,41,0,0
126069,126069,2023-01-14T06:12:40Z,2621,7344,32.51,1145560,13,0,0
1745485,1745485,2023-07-02T05:19:01Z,3528,9818,578.82,15743941,182,0,0
854596,854596,2023-03-31T05:51:23Z,2122,8858,254.32,7710683,89,0,0
590425,590425,2023-03-03T12:42:50Z,4713,451,152.07,5316170,61,0,0
610551,610551,2023-03-05T14:09:51Z,531,2030,275.75,5494191,63,0,0
106227,106227,2023-01-12T04:49:24Z,474,575,47.83,967764,11,0,0
1177515,1177515,2023-05-03T16:43:56Z,4237,4854,1082.24,10601036,122,1,1
226717,226717,2023-01-24T13:39:04Z,4195,6912,284.83,2036344,23,0,0
620369,620369,2023-03-06T14:29:41Z,583,4660,1637.36,5581781,64,1,1
1428834,1428834,2023-05-30T03:37:43Z,3700,7331,141.6,12886663,149,0,0
1612130,1612130,2023-06-18T07:33:26Z,2753,709,474,14542406,168,0,0
1183066,1183066,2023-05-04T10:34:49Z,3247,7323,469.36,10665289,123,0,0
307180,307180,2023-02-02T00:30:04Z,3964,2258,172.78,2766604,32,0,0
1737132,1737132,2023-07-01T07:49:57Z,3089,7984,56.47,15666597,181,0,0
821002,821002,2023-03-27T13:35:21Z,3019,7921,1285.41,7392921,85,1,1
381740,381740,2023-02-09T15:49:29Z,1743,2865,56.99,3426569,39,0,0
505907,505907,2023-02-22T14:43:32Z,3101,2841,625.22,4545812,52,0,0
876233,876233,2023-04-02T09:57:54Z,1314,1895,1177.14,7898274,91,1,1
1651574,1651574,2023-06-22T09:02:48Z,4654,9631,301.19,14893368,172,0,0
424491,424491,2023-02-14T07:57:59Z,4186,9300,446.68,3830279,44,0,0
1302600,1302600,2023-05-16T18:14:54Z,4814,5396,511.61,11729694,135,0,0
829671,829671,2023-03-28T12:13:04Z,3204,7174,226.47,7474384,86,0,0
215891,215891,2023-01-23T11:53:50Z,1987,7638,508.46,1943630,22,0,0
1524867,1524867,2023-06-09T05:48:31Z,1865,3438,20.92,13758511,159,0,0
1719781,1719781,2023-06-29T10:40:43Z,3883,3025,197.32,15504043,179,0,0
1336205,1336205,2023-05-20T10:40:58Z,2383,190,421.52,12048058,139,0,0
1628728,1628728,2023-06-19T19:27:35Z,3705,6367,844.85,14671655,169,0,0
1697304,1697304,2023-06-27T03:21:33Z,2055,3106,177.66,15304893,177,0,0
536265,536265,2023-02-25T18:07:23Z,1387,865,238.95,4817243,55,0,0
454216,454216,2023-02-17T09:19:03Z,3600,1019,71.06,4094343,47,0,0
66007,66007,2023-01-07T18:28:43Z,2559,6457,1734.4,584923,6,1,1
231637,231637,2023-01-25T06:20:53Z,191,9957,778.51,2096453,24,1,2
947716,947716,2023-04-09T16:15:35Z,233,3095,686.52,8525735,98,0,0
1243896,1243896,2023-05-10T15:23:01Z,3994,6058,929.91,11200981,129,0,0
1360101,1360101,2023-05-22T18:12:34Z,562,3258,1196.75,12247954,141,1,1
715630,715630,2023-03-16T13:30:58Z,3371,3417,599.25,6442258,74,0,0
1657475,1657475,2023-06-22T18:45:06Z,1596,2641,253.37,14928306,172,0,0
686354,686354,2023-03-13T12:58:50Z,2351,3452,1354.69,6181130,71,1,1
1339770,1339770,2023-05-20T16:00:48Z,1072,5731,918.74,12067248,139,0,0
839367,839367,2023-03-29T12:31:42Z,4460,6627,369.95,7561902,87,0,0
228366,228366,2023-01-24T16:22:36Z,2490,5574,246.75,2046156,23,0,0
897899,897899,2023-04-04T13:26:14Z,1843,3880,648.29,8083574,93,0,0
1307611,1307611,2023-05-17T10:35:27Z,4712,4030,126.16,11788527,136,0,0
503114,503114,2023-02-22T10:40:53Z,2554,732,51.31,4531253,52,0,0
1253703,1253703,2023-05-11T15:34:25Z,3484,9815,717.81,11288065,130,0,0
572376,572376,2023-03-01T14:04:00Z,4756,962,591.26,5148240,59,0,0
1219353,1219353,2023-05-08T07:20:53Z,957,3538,595.76,10999253,127,0,0
1189031,1189031,2023-05-05T01:09:32Z,3230,8905,1097.49,10717772,124,1,1
135198,135198,2023-01-15T05:06:17Z,849,5389,1128.05,1227977,14,1,1
454249,454249,2023-02-17T09:22:42Z,1000,8313,112.54,4094562,47,0,0
28902,28902,2023-01-04T00:58:08Z,4614,4903,329.01,262688,3,0,0
542913,542913,2023-02-26T12:52:03Z,2446,7327,59,4884723,56,0,0
319208,319208,2023-02-03T08:10:59Z,3925,6976,94.06,2880659,33,0,0
390185,390185,2023-02-10T13:56:37Z,780,1763,53.39,3506197,40,0,0
484690,484690,2023-02-20T11:25:10Z,4957,8480,135.47,4361110,50,0,0
664962,664962,2023-03-11T09:35:23Z,4494,7524,57.08,5996123,69,0,0
1037098,1037098,2023-04-19T06:33:55Z,1110,8741,467.95,9354835,108,0,0
512115,512115,2023-02-23T10:03:06Z,1846,1352,149.46,4615386,53,0,0
582023,582023,2023-03-02T14:16:30Z,2663,6665,683.09,5235390,60,0,0
942252,942252,2023-04-09T07:34:21Z,3201,3385,357.69,8494461,98,0,0
1021681,1021681,2023-04-17T12:29:19Z,3561,2472,29.23,9203359,106,0,0
1405906,1405906,2023-05-27T14:22:04Z,1777,4668,309.57,12666124,146,0,0
628341,628341,2023-03-07T12:15:30Z,2188,786,626.38,5660130,65,0,0
1114364,1114364,2023-04-27T08:11:19Z,3405,9974,283.57,10051879,116,0,0
19745,19745,2023-01-03T04:11:25Z,1348,3286,876.13,187885,2,0,0
682061,682061,2023-03-13T05:53:43Z,2833,2185,261.64,6155623,71,0,0
1286748,1286748,2023-05-15T07:47:36Z,4454,2225,95.55,11605656,134,0,0
1531558,1531558,2023-06-09T16:47:41Z,273,3755,81.15,13798061,159,0,0
1552647,1552647,2023-06-11T23:19:55Z,4157,586,1071.8,13994395,161,1,1
1548211,1548211,2023-06-11T12:30:07Z,497,8525,16.37,13955407,161,0,0
1015979,1015979,2023-04-16T20:17:29Z,1521,829,958.82,9145049,105,0,0
1410600,1410600,2023-05-28T06:48:04Z,69,7489,367.22,12725284,147,0,0
179736,179736,2023-01-19T15:46:56Z,1517,5818,85.09,1612016,18,0,0
45869,45869,2023-01-05T15:59:46Z,4423,453,39.96,403186,4,0,0
541960,541960,2023-02-26T11:28:46Z,3692,566,678.11,4879726,56,0,0
715164,715164,2023-03-16T12:53:23Z,2364,857,596.28,6440003,74,0,0
296900,296900,2023-01-31T19:20:37Z,3542,6741,365.85,2661637,30,0,0
206002,206002,2023-01-22T11:54:52Z,2088,8683,300.52,1857292,21,0,0
1379218,1379218,2023-05-24T18:14:08Z,2431,3222,344.42,12420848,143,0,0
1496558,1496558,2023-06-06T06:40:53Z,1430,1515,791.59,13502453,156,0,0
659737,659737,2023-03-10T16:17:50Z,3237,471,127.29,5933870,68,0,0
1684280,1684280,2023-06-25T14:24:39Z,3400,3222,137.76,15171879,175,0,0
1679228,1679228,2023-06-25T06:31:26Z,3209,2560,853.96,15143486,175,0,0
442412,442412,2023-02-16T05:00:56Z,2870,6573,196.1,3992456,46,0,0
489330,489330,2023-02-20T20:01:04Z,20,9103,70.44,4392064,50,0,0
381171,381171,2023-02-09T14:56:30Z,3192,1028,951.69,3423390,39,0,0
812713,812713,2023-03-26T15:41:36Z,1427,1495,13.89,7314096,84,1,2
979559,979559,2023-04-13T06:06:34Z,3468,5452,734.42,8834794,102,0,0
800861,800861,2023-03-25T12:12:04Z,1706,2787,131.45,7215124,83,0,0
891216,891216,2023-04-03T18:50:23Z,1055,1462,411.47,8016623,92,0,0
578967,578967,2023-03-02T09:46:11Z,1040,4895,335.21,5219171,60,0,0
372096,372096,2023-02-08T15:52:25Z,3193,8627,51.44,3340345,38,0,0
1215929,1215929,2023-05-07T17:09:53Z,1403,8391,487.75,10948193,126,0,0
1151816,1151816,2023-05-01T06:30:42Z,348,1286,1213.55,10391442,120,1,1
1317791,1317791,2023-05-18T11:29:18Z,212,3649,1238.26,11878158,137,1,1
286688,286688,2023-01-30T17:46:54Z,2234,2051,1702.77,2569614,29,1,1
462860,462860,2023-02-18T07:37:37Z,1150,1527,40.02,4174657,48,0,0
691389,691389,2023-03-14T04:56:45Z,2087,6801,410.94,6238605,72,0,0
733427,733427,2023-03-18T11:41:52Z,917,1432,743.35,6608512,76,0,0
740976,740976,2023-03-19T08:34:05Z,4893,6373,461.06,6683645,77,0,0
755237,755237,2023-03-20T15:30:45Z,4758,4757,251.08,6795045,78,0,0
1486330,1486330,2023-06-05T05:00:14Z,143,9283,646.87,13410014,155,0,0
517402,517402,2023-02-23T19:22:13Z,1706,5710,194.08,4648933,53,0,0
534463,534463,2023-02-25T14:42:21Z,4894,2140,111.59,4804941,55,0,0
69302,69302,2023-01-08T08:27:27Z,1964,4464,1184.66,635247,7,1,1
157875,157875,2023-01-17T11:44:45Z,4174,8686,218.83,1424685,16,0,0
1753430,1753430,2023-07-02T19:33:42Z,1660,5848,237.55,15795222,182,0,0
415365,415365,2023-02-13T08:56:12Z,3507,7094,516.1,3747372,43,0,0
1086552,1086552,2023-04-24T09:24:32Z,4764,4858,36.44,9797072,113,0,0
1697566,1697566,2023-06-27T04:23:36Z,3141,2249,534.1,15308616,177,0,0
1196674,1196674,2023-05-05T16:51:59Z,4699,5666,418.37,10774319,124,0,0
595163,595163,2023-03-04T03:18:34Z,3723,2793,1393.21,5368714,62,1,1
814396,814396,2023-03-26T19:40:33Z,3413,8191,361.76,7328433,84,0,0
1190169,1190169,2023-05-05T06:00:36Z,1066,2623,580.56,10735236,124,0,0
1374721,1374721,2023-05-24T10:47:25Z,1154,2798,1133.57,12394045,143,1,1
1332824,1332824,2023-05-20T03:20:21Z,4312,2074,325.35,12021621,139,0,0
1417350,1417350,2023-05-28T17:44:18Z,180,9689,30.39,12764658,147,0,0
890969,890969,2023-04-03T18:09:52Z,139,1716,217.99,8014192,92,0,0
288678,288678,2023-01-31T04:06:15Z,3263,1449,708.23,2606775,30,0,0
426373,426373,2023-02-14T10:55:54Z,1536,691,250.91,3840954,44,0,0
701256,701256,2023-03-15T05:33:02Z,1795,940,510.24,6327182,73,0,0
655383,655383,2023-03-10T09:42:53Z,2670,4894,112.3,5910173,68,0,0
1162905,1162905,2023-05-02T09:05:31Z,4086,7535,57.82,10487131,121,0,0
1345632,1345632,2023-05-21T10:26:31Z,1825,9776,1227.34,12133591,140,1,1
347010,347010,2023-02-06T06:27:58Z,554,6026,397.67,3133678,36,0,0
729718,729718,2023-03-18T05:10:34Z,530,5927,69.51,6585034,76,1,2
1127490,1127490,2023-04-28T13:19:55Z,3256,6380,6.22,10156795,117,0,0
318449,318449,2023-02-03T06:42:40Z,3520,3414,463.84,2875360,33,0,0
611918,611918,2023-03-05T16:27:05Z,4570,4262,198.38,5502425,63,0,0
71276,71276,2023-01-08T11:26:08Z,4483,7361,1639.78,645968,7,1,1
512430,512430,2023-02-23T10:32:59Z,4713,2992,341.94,4617179,53,0,0
1303839,1303839,2023-05-17T00:45:45Z,4692,307,253.85,11753145,136,0,0
1012942,1012942,2023-04-16T13:42:07Z,848,7162,27.73,9121327,105,0,0
847513,847513,2023-03-30T10:30:05Z,468,1243,422.15,7641005,88,0,0
1137900,1137900,2023-04-29T14:43:46Z,4553,7873,186.83,10248226,118,0,0
1624260,1624260,2023-06-19T11:24:19Z,4796,6511,382.6,14642659,169,0,0
1130081,1130081,2023-04-28T18:02:31Z,855,113,1443.35,10173751,117,1,1
279820,279820,2023-01-30T06:33:18Z,4136,3248,107.63,2529198,29,0,0
438958,438958,2023-02-15T15:21:25Z,3192,6713,395.42,3943285,45,0,0
862264,862264,2023-03-31T19:21:07Z,1472,9075,1184.26,7759267,89,1,1
748796,748796,2023-03-20T04:36:22Z,2117,5869,1096.06,6755782,78,1,1
873771,873771,2023-04-02T05:17:05Z,1352,6506,222.76,7881425,91,0,0
922941,922941,2023-04-07T07:20:30Z,208,173,1200.2,8320830,96,1,1
433616,433616,2023-02-15T07:20:27Z,4316,7503,199.28,3914427,45,0,0
1267553,1267553,2023-05-13T07:39:51Z,2108,3110,502.55,11432391,132,0,0
617096,617096,2023-03-06T09:43:58Z,3852,4281,849.59,5564638,64,0,0
730046,730046,2023-03-18T06:03:36Z,3769,1422,1367.36,6588216,76,1,1
815079,815079,2023-03-26T23:47:26Z,750,242,1236.97,7343246,84,1,1
22593,22593,2023-01-03T10:02:24Z,4134,1731,600.1,208944,2,0,0
838793,838793,2023-03-29T11:40:51Z,3889,6112,228.87,7558851,87,0,0
1230974,1230974,2023-05-09T10:52:48Z,1527,784,303.23,11098368,128,0,0
1639234,1639234,2023-06-21T01:41:28Z,2902,233,666.43,14780488,171,0,0
1469091,1469091,2023-06-03T09:19:16Z,1288,5828,116.23,13252756,153,0,0
308328,308328,2023-02-02T05:47:41Z,1189,7585,231.73,2785661,32,0,0
1726464,1726464,2023-06-30T05:09:24Z,2493,345,362.8,15570564,180,0,0
934921,934921,2023-04-08T11:07:56Z,3161,9154,1292.18,8420876,97,1,1
1271145,1271145,2023-05-13T13:07:59Z,4022,407,494.44,11452079,132,0,0
382373,382373,2023-02-09T17:02:36Z,507,8502,415,3430956,39,0,0
1525571,1525571,2023-06-09T07:15:57Z,4001,4886,16.78,13763757,159,1,2
401041,401041,2023-02-11T16:06:10Z,2152,6705,695.15,3600370,41,0,0
1671483,1671483,2023-06-24T09:56:09Z,1245,7314,402.98,15069369,174,0,0
806293,806293,2023-03-26T04:33:27Z,53,1503,28.07,7274007,84,0,0
690369,690369,2023-03-13T22:32:24Z,3423,5833,131.84,6215544,71,0,0
1723801,1723801,2023-06-29T16:53:51Z,4778,5525,639.8,15526431,179,0,0
1717788,1717788,2023-06-29T07:15:59Z,452,1458,161.55,15491759,179,0,0
1139639,1139639,2023-04-29T18:06:38Z,2703,4196,4.35,10260398,118,0,0
470730,470730,2023-02-19T02:11:17Z,3653,98,558.42,4241477,49,0,0
250825,250825,2023-01-27T06:20:38Z,269,9952,353.98,2269238,26,0,0
810736,810736,2023-03-26T12:41:33Z,181,4186,379.24,7303293,84,0,0
112484,112484,2023-01-12T15:27:04Z,802,3657,698.26,1006024,11,0,0
180944,180944,2023-01-19T18:19:30Z,1280,7994,5.32,1621170,18,0,0
1705962,1705962,2023-06-27T20:41:49Z,1801,7282,1239.37,15367309,177,1,1
322787,322787,2023-02-03T13:33:40Z,1118,2493,253.56,2900020,33,0,0
206296,206296,2023-01-22T12:16:18Z,4536,4383,357.93,1858578,21,0,0
742130,742130,2023-03-19T10:18:34Z,4564,9741,309.66,6689914,77,0,0
1432604,1432604,2023-05-30T11:15:30Z,4604,916,828.95,12914130,149,0,0
862160,862160,2023-03-31T18:59:46Z,3373,7671,976.29,7757986,89,0,0
135868,135868,2023-01-15T06:48:10Z,4247,3521,973.86,1234090,14,0,0
763821,763821,2023-03-21T13:50:55Z,720,4705,589.41,6875455,79,0,0
559348,559348,2023-02-28T08:43:44Z,2663,9815,1203.98,5042624,58,1,1
1392930,1392930,2023-05-26T09:18:26Z,1329,9974,480.81,12561506,145,0,0
347041,347041,2023-02-06T06:31:19Z,461,6410,753.82,3133879,36,0,0
1309793,1309793,2023-05-17T13:40:28Z,621,9866,1087.12,11799628,136,1,1
1301595,1301595,2023-05-16T16:08:50Z,2791,7400,151.11,11722130,135,0,0
1496827,1496827,2023-06-06T07:14:06Z,1295,4603,863.92,13504446,156,0,0
1564406,1564406,2023-06-13T07:51:24Z,312,9142,421.08,14111484,163,0,0
1341028,1341028,2023-05-20T18:50:53Z,1368,3104,1437.16,12077453,139,1,1
394568,394568,2023-02-11T05:24:37Z,4314,43,955.22,3561877,41,0,0
105084,105084,2023-01-11T20:59:50Z,2943,6534,10.98,939590,10,0,0
1485460,1485460,2023-06-04T23:43:37Z,3425,5748,979.4,13391017,154,0,0
488727,488727,2023-02-20T18:05:50Z,3667,4376,168.6,4385150,50,0,0
1022711,1022711,2023-04-17T14:01:11Z,1229,9306,18.58,9208871,106,0,0
983174,983174,2023-04-13T12:08:51Z,4539,4486,816.39,8856531,102,0,0
1402332,1402332,2023-05-27T09:05:03Z,209,2998,292.61,12647103,146,0,0
169270,169270,2023-01-18T14:07:46Z,3966,5283,109.77,1519666,17,0,0
266246,266246,2023-01-28T15:35:51Z,148,9922,352.35,2388951,27,0,0
610969,610969,2023-03-05T14:47:24Z,1948,8379,1071.92,5496444,63,1,1
873941,873941,2023-04-02T05:44:32Z,2916,7289,140.51,7883072,91,0,0
811977,811977,2023-03-26T14:30:47Z,1145,1247,214.83,7309847,84,0,0
707230,707230,2023-03-15T15:27:30Z,2300,8835,506,6362850,73,0,0
711662,711662,2023-03-16T07:36:58Z,2486,624,166.32,6421018,74,0,0
580072,580072,2023-03-02T11:24:45Z,3867,6311,155.25,5225085,60,0,0
93076,93076,2023-01-10T15:10:18Z,4118,9155,338.85,832218,9,0,0
1077382,1077382,2023-04-23T09:59:16Z,3428,2901,365.45,9712756,112,0,0
1694217,1694217,2023-06-26T15:09:09Z,3378,8597,27.36,15260949,176,0,0
663918,663918,2023-03-11T07:55:32Z,1008,8471,53.52,5990132,69,0,0
933331,933331,2023-04-08T08:43:32Z,701,5326,456.98,8412212,97,0,0
1577641,1577641,2023-06-14T13:24:58Z,2603,8272,2.62,14217898,164,0,0
226254,226254,2023-01-24T12:58:36Z,571,5347,99.85,2033916,23,0,0
1101925,1101925,2023-04-25T20:10:02Z,3992,779,799.83,9922202,114,0,0
706821,706821,2023-03-15T14:47:12Z,602,3831,282.04,6360432,73,0,0
1128823,1128823,2023-04-28T15:27:39Z,1228,2031,255.09,10164459,117,0,0
1082097,1082097,2023-04-23T17:39:11Z,3560,4814,476.98,9740351,112,0,0
167804,167804,2023-01-18T12:04:35Z,1579,3562,95.25,1512275,17,0,0
907423,907423,2023-04-05T13:10:07Z,2599,157,82.43,8169007,94,0,0
280676,280676,2023-01-30T08:11:46Z,1178,2189,841,2535106,29,0,0
626502,626502,2023-03-07T09:32:36Z,314,3211,575.38,5650356,65,0,0
766437,766437,2023-03-21T19:00:20Z,2144,96,959.83,6894020,79,0,0
728350,728350,2023-03-17T20:46:16Z,266,9846,25.15,6554776,75,0,0
1294208,1294208,2023-05-15T23:55:30Z,4012,8447,723.8,11663730,134,0,0
1448036,1448036,2023-06-01T04:46:20Z,2622,6149,104.13,13063580,151,0,0
717265,717265,2023-03-16T16:10:55Z,2022,4005,45.11,6451855,74,0,0
253293,253293,2023-01-27T10:36:42Z,4974,1655,964.07,2284602,26,0,0
1312483,1312483,2023-05-17T18:38:50Z,2022,2675,16.18,11817530,136,0,0
460141,460141,2023-02-17T19:30:57Z,3249,111,742.8,4131057,47,0,0
1579517,1579517,2023-06-14T16:21:57Z,4116,9883,720.36,14228517,164,0,0
364781,364781,2023-02-08T00:57:46Z,1321,740,1048.83,3286666,38,1,1
1548755,1548755,2023-06-11T13:15:49Z,2941,941,741.94,13958149,161,0,0
742554,742554,2023-03-19T10:54:50Z,4231,6741,1186.33,6692090,77,1,1
271788,271788,2023-01-29T09:30:24Z,628,707,1329.43,2453424,28,1,1
1311809,1311809,2023-05-17T16:59:02Z,1759,5217,1091.5,11811542,136,1,1
1245454,1245454,2023-05-10T18:43:06Z,2739,4354,785.44,11212986,129,0,0
1422257,1422257,2023-05-29T10:05:01Z,2883,96,205,12823501,148,0,0
453644,453644,2023-02-17T08:19:39Z,3025,2059,411.05,4090779,47,0,0
560974,560974,2023-02-28T11:10:44Z,469,8573,424.52,5051444,58,0,0
345232,345232,2023-02-05T21:04:02Z,2824,8385,1138.06,3099842,35,1,1
1060582,1060582,2023-04-21T13:24:44Z,3522,6857,665.04,9552284,110,0,0
1727703,1727703,2023-06-30T07:59:24Z,84,5303,817.4,15580764,180,0,0
455602,455602,2023-02-17T11:23:07Z,4808,8310,816.42,4101787,47,0,0
1488265,1488265,2023-06-05T09:03:13Z,2145,6081,186.35,13424593,155,0,0
443381,443381,2023-02-16T07:20:31Z,1148,6426,491.91,4000831,46,0,0
835325,835325,2023-03-29T05:44:21Z,679,8695,204.08,7537461,87,1,2
32360,32360,2023-01-04T10:12:27Z,3066,9232,153.4,295947,3,0,0
155846,155846,2023-01-17T08:41:40Z,1261,4216,478.35,1413700,16,0,0
1712150,1712150,2023-06-28T13:18:34Z,4313,8447,55.61,15427114,178,0,0
735752,735752,2023-03-18T15:09:00Z,4333,6208,829.18,6620940,76,0,0
576684,576684,2023-03-02T05:09:56Z,4472,140,41.2,5202596,60,0,0
1581542,1581542,2023-06-15T00:16:28Z,3016,413,496.07,14256988,165,0,0
1511985,1511985,2023-06-07T16:07:48Z,1754,8072,210.23,13622868,157,0,0
1620360,1620360,2023-06-19T03:42:16Z,1839,6864,177.57,14614936,169,0,0
1333304,1333304,2023-05-20T05:07:46Z,4538,8083,214.38,12028066,139,0,0
1707582,1707582,2023-06-28T05:46:48Z,1187,4993,431.06,15400008,178,0,0
1602153,1602153,2023-06-17T06:26:55Z,4116,764,1284.07,14452015,167,1,1
580325,580325,2023-03-02T11:45:47Z,1728,7721,116.07,5226347,60,0,0
1010585,1010585,2023-04-16T10:22:51Z,4813,4266,500.59,9109371,105,0,0
1298691,1298691,2023-05-16T11:38:08Z,2591,7517,279.12,11705888,135,0,0
1598662,1598662,2023-06-16T16:18:55Z,4709,7,372.57,14401135,166,0,0
19870,19870,2023-01-03T04:38:14Z,2024,9501,1021.46,189494,2,1,1
1106480,1106480,2023-04-26T11:00:49Z,1297,8146,627.91,9975649,115,0,0
457873,457873,2023-02-17T14:42:13Z,350,3597,279.48,4113733,47,0,0
938177,938177,2023-04-08T16:03:53Z,613,2970,1011.58,8438633,97,1,1
1650296,1650296,2023-06-22T06:41:02Z,311,9226,999.48,14884862,172,0,0
1203597,1203597,2023-05-06T12:23:36Z,1360,1869,167.38,10844616,125,0,0
406819,406819,2023-02-12T10:27:05Z,1995,3074,276.24,3666425,42,0,0
575404,575404,2023-03-01T21:00:44Z,3888,3770,380.03,5173244,59,0,0
1176732,1176732,2023-05-03T15:15:23Z,1921,4089,68.87,10595723,122,0,0
366615,366615,2023-02-08T07:25:40Z,1199,745,182.54,3309940,38,0,0
1054260,1054260,2023-04-20T20:30:24Z,3474,2631,12.06,9491424,109,0,0
20710,20710,2023-01-03T06:45:49Z,4682,9107,1008.68,197149,2,1,1
201903,201903,2023-01-22T04:15:19Z,3598,4600,47.31,1829719,21,0,0
1397351,1397351,2023-05-26T15:55:41Z,1119,3887,1423.73,12585341,145,1,1
1276027,1276027,2023-05-14T05:18:53Z,413,4515,601.44,11510333,133,0,0
1089865,1089865,2023-04-24T14:20:24Z,2056,1921,1213.37,9814824,113,1,1
1035789,1035789,2023-04-19T01:33:04Z,579,4170,694,9336784,108,0,0
1088131,1088131,2023-04-24T11:43:16Z,645,5010,707.92,9805396,113,0,0
1388434,1388434,2023-05-25T17:32:16Z,1447,7747,708.47,12504736,144,0,0
1167456,1167456,2023-05-02T15:49:17Z,155,5999,609.75,10511357,121,0,0
119006,119006,2023-01-13T10:51:06Z,3196,7386,194.3,1075866,12,0,0
195033,195033,2023-01-21T10:07:34Z,3915,6796,362.44,1764454,20,0,0
1037001,1037001,2023-04-19T06:19:01Z,4115,5613,49.32,9353941,108,0,0
770,770,2023-01-01T04:47:00Z,349,6216,1288.11,17220,0,1,1
1519555,1519555,2023-06-08T12:55:18Z,2630,8554,397.25,13697718,158,0,0
728052,728052,2023-03-17T19:37:30Z,1008,153,166.14,6550650,75,0,0
397715,397715,2023-02-11T11:04:50Z,4124,248,1268.94,3582290,41,1,1
662255,662255,2023-03-11T03:42:00Z,2405,3330,1560.15,5974920,69,1,1
1669488,1669488,2023-06-24T06:29:45Z,3754,3346,594.88,15056985,174,0,0
278873,278873,2023-01-30T03:50:22Z,1798,1613,871.56,2519422,29,0,0
811472,811472,2023-03-26T13:44:43Z,4849,5040,960.18,7307083,84,0,0
730968,730968,2023-03-18T08:01:21Z,3858,9594,7.4,6595281,76,0,0
14377,14377,2023-01-02T12:07:47Z,738,2572,66.32,130067,1,0,0
1049715,1049715,2023-04-20T11:45:40Z,1735,2644,229.89,9459940,109,0,0
1443642,1443642,2023-05-31T13:31:02Z,3153,6848,337.96,13008662,150,0,0
409050,409050,2023-02-12T13:36:46Z,545,3398,654.41,3677806,42,0,0
1430801,1430801,2023-05-30T08:34:41Z,88,2668,661.77,12904481,149,0,0
1379082,1379082,2023-05-24T17:52:59Z,2306,8542,526.68,12419579,143,0,0
1675088,1675088,2023-06-24T15:13:02Z,261,4758,937.43,15088382,174,0,0
1435315,1435315,2023-05-30T15:13:43Z,1052,8014,1095.37,12928423,149,1,1
1699440,1699440,2023-06-27T08:41:03Z,4786,9996,397.63,15324063,177,0,0
832442,832442,2023-03-28T16:40:56Z,1365,725,381.49,7490456,86,0,0
933767,933767,2023-04-08T09:23:56Z,3306,5211,1093.16,8414636,97,1,1
370485,370485,2023-02-08T13:24:02Z,1813,9825,443.62,3331442,38,0,0
1444880,1444880,2023-05-31T15:36:28Z,1265,351,1394.95,13016188,150,1,1
170811,170811,2023-01-18T16:52:12Z,4641,5565,256.12,1529532,17,0,0
